"法人番号","商号または名称","商号または名称（カナ）","商号または名称（英字）","登記記録の閉鎖等年月日","登記記録の閉鎖等の事由","登記住所","郵便番号","都道府県","都道府県コード","市区町村（郡）","市区町村コード","番地以下","組織種別","処理区分","訂正区分","状態","代表者名称","資本金","従業員数","企業規模詳細(男性)","企業規模詳細(女性)","事業概要","WebサイトURL","創業年","事業種目","設立年月日","全省庁統一資格-資格等級","全省庁統一資格-営業品目","更新年月日","キー情報","データ品質","データ品質-代表者名称","データ品質-資本金","データ品質-従業員数","データ品質-企業規模詳細(男性)","データ品質-企業規模詳細(女性)","データ品質-事業概要","データ品質-WebサイトURL","データ品質-創業年","データ品質-事業種目","データ品質-設立年月日","データ品質-全省庁統一資格-資格等級","データ品質-全省庁統一資格-営業品目","出典元","出典元-代表者名称","出典元-資本金","出典元-従業員数","出典元-企業規模詳細(男性)","出典元-企業規模詳細(女性)","出典元-事業概要","出典元-WebサイトURL","出典元-創業年","出典元-事業種目","出典元-設立年月日","出典元-全省庁統一資格-資格等級","出典元-全省庁統一資格-営業品目","データ取込頻度","データ取込頻度-代表者名称","データ取込頻度-資本金","データ取込頻度-従業員数","データ取込頻度-企業規模詳細(男性)","データ取込頻度-企業規模詳細(女性)","データ取込頻度-事業概要","データ取込頻度-WebサイトURL","データ取込頻度-創業年","データ取込頻度-事業種目","データ取込頻度-設立年月日","データ取込頻度-全省庁統一資格-資格等級","データ取込頻度-全省庁統一資格-営業品目","最終取得日","最終取得日-代表者名称","最終取得日-資本金","最終取得日-従業員数","最終取得日-企業規模詳細(男性)","最終取得日-企業規模詳細(女性)","最終取得日-事業概要","最終取得日-WebサイトURL","最終取得日-創業年","最終取得日-事業種目","最終取得日-設立年月日","最終取得日-全省庁統一資格-資格等級","最終取得日-全省庁統一資格-営業品目","最終更新日","最終更新日-代表者名称","最終更新日-資本金","最終更新日-従業員数","最終更新日-企業規模詳細(男性)","最終更新日-企業規模詳細(女性)","最終更新日-事業概要","最終更新日-WebサイトURL","最終更新日-創業年","最終更新日-事業種目","最終更新日-設立年月日","最終更新日-全省庁統一資格-資格等級","最終更新日-全省庁統一資格-営業品目"
"1430001021884","株式会社北海道キューブシステム","ホッカイドウキューブシステム","","","","北海道札幌市中央区北一条西７丁目４－４","0600001","北海道","01","札幌市中央区","101","北一条西７丁目４－４","301","01","1","","","","60","","","","","","G:情報通信業","","","","2019-06-26","1430001021884","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","","","","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","","","","日次","日次","","","日次","日次","日次","日次","日次","日次","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","",""
"1430001022156","北海道通信商事株式会社","ホッカイドウツウシンショウジ","","","","北海道札幌市中央区北五条西６丁目１番地２３","0600005","北海道","01","札幌市中央区","101","北五条西６丁目１番地２３","301","01","1","","","","","","","","","","","","","","2018-08-01","1430001022156","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001022164","北海道通信ビル株式会社","ホッカイドウツウシンビル","","","","北海道札幌市中央区北五条西６丁目１番地２３","0600005","北海道","01","札幌市中央区","101","北五条西６丁目１番地２３","301","01","1","","","","","","","","","","","","","","2019-07-12","1430001022164","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001022189","北海道通信印刷株式会社","ホッカイドウツウシンインサツ","","","","北海道札幌市中央区北五条西６丁目１番地２３","0600005","北海道","01","札幌市中央区","101","北五条西６丁目１番地２３","301","01","1","","","","","","","","","","","","","","2018-07-05","1430001022189","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001022461","株式会社北海道日立","ホッカイドウヒタチ","","","","北海道札幌市東区北五条東５丁目１番地１１","0600905","北海道","01","札幌市東区","103","北五条東５丁目１番地１１","301","12","1","","代表取締役　田中　一雄","","112","94","18","電気機械器具卸売並びに附帯する工事","","","I:卸売業、小売業","1962-01-17","|B|B|","215|216|228|309|314","2018-04-09","1430001022461","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","","","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12"
"1430001022684","北洋設備株式会社","ホクヨウセツビ","","","","北海道札幌市中央区北三条東３丁目１番地２５","0600033","北海道","01","札幌市中央区","101","北三条東３丁目１番地２５","301","01","1","","","","","","","","","","","","","","2019-03-27","1430001022684","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001023666","丸保山田電設工業株式会社","マルホヤマダデンセツコウギョウ","","","","北海道札幌市北区新川三条７丁目１番３４号","0010923","北海道","01","札幌市北区","102","新川三条７丁目１番３４号","301","01","1","","","","","","","","","","","","","","2019-06-04","1430001023666","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001023947","株式会社エコミック","エコミック","","","","北海道札幌市中央区大通西８丁目１－１大通あおばビル","0600042","北海道","01","札幌市中央区","101","大通西８丁目１－１大通あおばビル","301","12","0","","代表取締役社長　　熊谷　浩二","564284000","154","","","","","","G:情報通信業","1997-04-01","C|B|B|","105|106|107|108|129|205|206|207|208|216|217|220|229|303|304|306|315","2024-10-15","1430001023947","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","EDINET","EDINET","EDINET","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2025-06-26","2025-06-26","2025-06-26","2026-02-21","2026-02-21","2026-02-21","2026-02-21","2026-02-21","2026-02-21","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2025-12-17","2025-12-17","2025-12-17","2026-02-21","2026-02-21","2026-02-21","2026-02-21","2026-02-21","2026-02-21","2026-03-12","2026-03-12","2026-03-12"
"1430001024854","株式会社ノーステクノロジー","ノーステクノロジー","","","","北海道札幌市北区北九条西３丁目１番地１","0600809","北海道","01","札幌市北区","102","北九条西３丁目１番地１","301","01","1","","代表取締役　呉　敦","","48","","","","","","G:情報通信業","","","","2018-04-05","1430001024854","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","","","","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","","","","日次","日次","","","日次","日次","日次","日次","日次","日次","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","",""
"1430001024912","陽光電業株式会社","","","","","北海道札幌市東区本町二条９丁目２番２７号","0650042","北海道","01","札幌市東区","103","本町二条９丁目２番２７号","301","01","0","","","","","","","","","","","","","","2015-10-30","1430001024912","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001025613","株式会社オリネット通信システム","","","2025-01-24","21","北海道札幌市中央区南一条西１１丁目３２７番８号","0600061","北海道","01","札幌市中央区","101","南一条西１１丁目３２７番８号","301","21","0","閉鎖","","","","","","","","","","","","","2025-01-27","1430001025613","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001026421","札管電工株式会社","","","","","北海道札幌市厚別区厚別北二条３丁目２番１７号","0040072","北海道","01","札幌市厚別区","108","厚別北二条３丁目２番１７号","301","01","0","","","","","","","","","","","","","","2015-10-30","1430001026421","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001026875","株式会社岩田設備","イワタセツビ","","","","北海道札幌市豊平区月寒東三条１９丁目５番２６号","0620053","北海道","01","札幌市豊平区","105","月寒東三条１９丁目５番２６号","301","01","1","","","","","","","","","","","","","","2019-12-26","1430001026875","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"1430001026933","株式会社みつば設備","","","","","北海道石狩市花川南一条４丁目２０６番地","0613201","北海道","01","石狩市","235","花川南一条４丁目２０６番地","301","01","0","","","","","","","","","","","","","","2015-10-30","1430001026933","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
